SubjectID,Test,Accuracy,Trial Number,Skiped,Time
TH1DR,vertical,0.04004445,1,True,04:16:35_11/19/2021
TH1DR,vertical,-0.2603338,2,True,04:16:38_11/19/2021
TH1DR,vertical,-0.2113032,3,True,04:16:40_11/19/2021
TH1DR,vertical,-0.1696518,4,True,04:16:45_11/19/2021
TH1DR,vertical,-0.2534877,5,True,04:16:48_11/19/2021
TH1DR,vertical,-0.1686129,6,True,04:16:50_11/19/2021
TH1DR,vertical,-0.1864704,7,True,04:16:54_11/19/2021
TH1DR,vertical,-0.1684462,8,True,04:16:57_11/19/2021
TH1DR,vertical,-0.2771499,9,True,04:16:58_11/19/2021
TH1DR,vertical,-0.2558325,10,True,04:17:02_11/19/2021
TH1DR,vertical,-0.2368524,11,True,04:17:04_11/19/2021
TH1DR,vertical,-0.2950501,12,True,04:17:06_11/19/2021
TH1DR,vertical,-0.299683,13,True,04:17:08_11/19/2021
TH1DR,vertical,-0.1644629,14,True,04:17:14_11/19/2021
TH1DR,vertical,-0.2102273,15,True,04:17:17_11/19/2021
TH1DR,vertical,-0.03627556,16,True,04:17:21_11/19/2021
TH1DR,vertical,-0.2229432,17,False,04:17:23_11/19/2021
TH1DR,vertical,5.05329,18,False,04:17:24_11/19/2021
TH1DR,vertical,19.05538,19,False,04:17:24_11/19/2021
TH1DR,vertical,10.27803,20,False,04:17:24_11/19/2021
TH1DR,vertical,9.545228,21,False,04:17:25_11/19/2021
TH1DR,vertical,15.74503,22,False,04:17:25_11/19/2021
TH1DR,vertical,0.9768677,23,False,04:17:25_11/19/2021
TH1DR,vertical,0.9149883,24,False,04:17:26_11/19/2021
TH1DR,vertical,-1.766485,25,False,04:17:26_11/19/2021
TH1DR,vertical,-20.3475,26,False,04:17:27_11/19/2021
TH1DR,vertical,16.92124,27,False,04:17:27_11/19/2021
TH1DR,vertical,19.97979,28,False,04:17:27_11/19/2021
TH1DR,vertical,18.35707,29,False,04:17:28_11/19/2021
TH1DR,vertical,7.652237,30,False,04:17:28_11/19/2021
TH1DR,vertical,14.94217,31,False,04:17:29_11/19/2021
TH1DR,vertical,17.47736,32,False,04:17:29_11/19/2021
TH1DR,vertical,-12.6893,33,False,04:17:29_11/19/2021
TH1DR,vertical,-6.303183,34,False,04:17:30_11/19/2021
TH1DR,vertical,-12.21808,35,False,04:17:31_11/19/2021
TH1DR,vertical,-2.457633,36,False,04:17:31_11/19/2021
TH1DR,tangential,-0.1659546,1,True,04:17:37_11/19/2021
TH1DR,tangential,0.09328018,2,True,04:17:43_11/19/2021
TH1DR,tangential,2.018695,3,True,04:17:47_11/19/2021
TH1DR,tangential,0.02102781,4,True,04:17:50_11/19/2021
TH1DR,tangential,0.1068313,5,True,04:17:54_11/19/2021
TH1DR,tangential,-0.2207336,6,True,04:17:57_11/19/2021
TH1DR,tangential,0.2184157,7,True,04:17:59_11/19/2021
TH1DR,tangential,-1.582092,8,True,04:18:03_11/19/2021
TH1DR,tangential,0.9658018,9,True,04:18:06_11/19/2021
TH1DR,tangential,-0.1972351,10,True,04:18:10_11/19/2021
TH1DR,tangential,0.3993101,11,True,04:18:13_11/19/2021
TH1DR,tangential,0.4828349,12,True,04:18:15_11/19/2021
TH1DR,tangential,0.6232722,13,True,04:18:18_11/19/2021
TH1DR,tangential,-0.0406189,14,True,04:18:21_11/19/2021
TH1DR,tangential,-0.9105225,15,True,04:18:24_11/19/2021
TH1DR,tangential,6.175515,16,False,04:18:24_11/19/2021
TH1DR,tangential,2.317253,17,False,04:18:25_11/19/2021
TH1DR,tangential,43.80119,18,False,04:18:25_11/19/2021
TH1DR,tangential,43.54727,19,False,04:18:25_11/19/2021
TH1DR,tangential,-32.82196,20,False,04:18:25_11/19/2021
TH1DR,tangential,25.24021,21,False,04:18:26_11/19/2021
TH1DR,tangential,-36.45233,22,False,04:18:26_11/19/2021
TH1DR,tangential,-34.21252,23,False,04:18:26_11/19/2021
TH1DR,tangential,-30.08835,24,False,04:18:26_11/19/2021
TH1DR,tangential,-17.63376,25,False,04:18:27_11/19/2021
TH1DR,tangential,-19.49722,26,False,04:18:27_11/19/2021
TH1DR,tangential,3.083065,27,False,04:18:27_11/19/2021
TH1DR,tangential,42.30392,28,False,04:18:27_11/19/2021
TH1DR,tangential,23.03823,29,False,04:18:27_11/19/2021
TH1DR,tangential,13.17544,30,False,04:18:28_11/19/2021
TH1DR,tangential,31.30463,31,False,04:18:28_11/19/2021
TH1DR,tangential,30.25473,32,False,04:18:28_11/19/2021
TH1DR,tangential,-2.742737,33,False,04:18:28_11/19/2021
TH1DR,tangential,-43.85342,34,False,04:18:29_11/19/2021
TH1DR,tangential,17.32113,35,False,04:18:29_11/19/2021

