SubjectID,Test,Accuracy,Trial Number,Skiped,Time
EEOX7,vertical,0.1517918,1,True,04:19:08_11/19/2021
EEOX7,vertical,0.006061687,2,True,04:19:14_11/19/2021
EEOX7,vertical,-0.001900883,3,True,04:19:18_11/19/2021
EEOX7,vertical,-0.1933705,4,True,04:19:22_11/19/2021
EEOX7,vertical,-0.01843947,5,True,04:19:24_11/19/2021
EEOX7,vertical,-0.03250314,6,True,04:19:31_11/19/2021
EEOX7,vertical,-0.1235859,7,True,04:19:33_11/19/2021
EEOX7,vertical,-0.1004587,8,True,04:19:38_11/19/2021
EEOX7,vertical,-0.2884086,9,True,04:19:41_11/19/2021
EEOX7,vertical,-0.08744651,10,True,04:19:44_11/19/2021
EEOX7,vertical,-0.1123686,11,True,04:19:48_11/19/2021
EEOX7,vertical,-0.08318396,12,True,04:19:52_11/19/2021
EEOX7,vertical,-0.1116975,13,True,04:19:57_11/19/2021
EEOX7,vertical,-0.201089,14,True,04:19:59_11/19/2021
EEOX7,vertical,-0.2096536,15,True,04:20:03_11/19/2021
EEOX7,vertical,19.98068,16,False,04:20:03_11/19/2021
EEOX7,vertical,4.591674,17,False,04:20:04_11/19/2021
EEOX7,vertical,-9.497828,18,False,04:20:04_11/19/2021
EEOX7,vertical,-19.51327,19,False,04:20:04_11/19/2021
EEOX7,vertical,-3.518875,20,False,04:20:05_11/19/2021
EEOX7,vertical,-3.882992,21,False,04:20:05_11/19/2021
EEOX7,vertical,19.08947,22,False,04:20:05_11/19/2021
EEOX7,vertical,10.77172,23,False,04:20:06_11/19/2021
EEOX7,vertical,2.471415,24,False,04:20:06_11/19/2021
EEOX7,vertical,4.230036,25,False,04:20:06_11/19/2021
EEOX7,vertical,7.168962,26,False,04:20:07_11/19/2021
EEOX7,vertical,18.11589,27,False,04:20:07_11/19/2021
EEOX7,vertical,-14.86896,28,False,04:20:08_11/19/2021
EEOX7,vertical,9.455185,29,False,04:20:08_11/19/2021
EEOX7,vertical,-16.52883,30,False,04:20:08_11/19/2021
EEOX7,vertical,3.374808,31,False,04:20:09_11/19/2021
EEOX7,vertical,-10.59047,32,False,04:20:09_11/19/2021
EEOX7,vertical,-21.23249,33,False,04:20:10_11/19/2021
EEOX7,vertical,3.34023,34,False,04:20:10_11/19/2021
EEOX7,vertical,-13.21264,35,False,04:20:11_11/19/2021
EEOX7,tangential,-0.003196733,1,True,04:20:18_11/19/2021
EEOX7,tangential,-0.5026245,2,True,04:20:22_11/19/2021
EEOX7,tangential,-0.6604309,3,True,04:20:25_11/19/2021
EEOX7,tangential,-0.1833191,4,True,04:20:30_11/19/2021
EEOX7,tangential,0.05745652,5,True,04:20:34_11/19/2021
EEOX7,tangential,-0.1528931,6,True,04:20:37_11/19/2021
EEOX7,tangential,0.1857219,7,True,04:20:40_11/19/2021
EEOX7,tangential,0.6564911,8,True,04:20:44_11/19/2021
EEOX7,tangential,0.1861729,9,True,04:20:46_11/19/2021
EEOX7,tangential,-0.2114258,10,True,04:20:47_11/19/2021
EEOX7,tangential,0.7285455,11,True,04:20:50_11/19/2021
EEOX7,tangential,-0.789856,12,True,04:20:53_11/19/2021
EEOX7,tangential,-0.2625732,13,True,04:20:56_11/19/2021
EEOX7,tangential,0.3636336,14,True,04:20:58_11/19/2021
EEOX7,tangential,0.7415815,15,True,04:21:02_11/19/2021
EEOX7,tangential,25.15626,16,False,04:21:02_11/19/2021
EEOX7,tangential,41.104,17,False,04:21:02_11/19/2021
EEOX7,tangential,34.09969,18,False,04:21:02_11/19/2021
EEOX7,tangential,-39.5676,19,False,04:21:03_11/19/2021
EEOX7,tangential,35.76357,20,False,04:21:03_11/19/2021
EEOX7,tangential,-22.92877,21,False,04:21:03_11/19/2021
EEOX7,tangential,-5.899231,22,False,04:21:03_11/19/2021
EEOX7,tangential,3.458908,23,False,04:21:04_11/19/2021
EEOX7,tangential,23.06355,24,False,04:21:04_11/19/2021
EEOX7,tangential,-38.86914,25,False,04:21:04_11/19/2021
EEOX7,tangential,13.84638,26,False,04:21:04_11/19/2021
EEOX7,tangential,22.53872,27,False,04:21:05_11/19/2021
EEOX7,tangential,19.10798,28,False,04:21:05_11/19/2021
EEOX7,tangential,-36.76797,29,False,04:21:05_11/19/2021
EEOX7,tangential,-23.40292,30,False,04:21:06_11/19/2021
EEOX7,tangential,35.47198,31,False,04:21:06_11/19/2021
EEOX7,tangential,15.79894,32,False,04:21:06_11/19/2021
EEOX7,tangential,43.90471,33,False,04:21:07_11/19/2021
EEOX7,tangential,-8.092804,34,False,04:21:07_11/19/2021
EEOX7,tangential,-18.65451,35,False,04:21:08_11/19/2021

