SubjectID,Test,Accuracy,Trial Number,Skiped,Time
38Z5O,vertical,-0.02515642,1,True,04:13:32_11/19/2021
38Z5O,vertical,-0.3246148,2,True,04:13:37_11/19/2021
38Z5O,vertical,-0.003600746,3,True,04:13:42_11/19/2021
38Z5O,vertical,-0.05084409,4,True,04:13:47_11/19/2021
38Z5O,vertical,-0.3293854,5,True,04:13:50_11/19/2021
38Z5O,vertical,-0.2720627,6,True,04:13:54_11/19/2021
38Z5O,vertical,-0.5811837,7,True,04:13:56_11/19/2021
38Z5O,vertical,-0.4874457,8,True,04:13:59_11/19/2021
38Z5O,vertical,-0.3833097,9,True,04:14:02_11/19/2021
38Z5O,vertical,-0.2800811,10,True,04:14:06_11/19/2021
38Z5O,vertical,-0.4512965,11,True,04:14:10_11/19/2021
38Z5O,vertical,-0.6061612,12,True,04:14:13_11/19/2021
38Z5O,vertical,-0.3107267,13,True,04:14:18_11/19/2021
38Z5O,vertical,-0.4387013,14,True,04:14:22_11/19/2021
38Z5O,vertical,-0.5737334,15,True,04:14:24_11/19/2021
38Z5O,vertical,13.2087,16,False,04:14:25_11/19/2021
38Z5O,vertical,13.00537,17,False,04:14:26_11/19/2021
38Z5O,vertical,15.25512,18,False,04:14:27_11/19/2021
38Z5O,vertical,21.5766,19,False,04:14:27_11/19/2021
38Z5O,vertical,-10.11757,20,False,04:14:28_11/19/2021
38Z5O,vertical,20.10633,21,False,04:14:29_11/19/2021
38Z5O,vertical,18.70512,22,False,04:14:29_11/19/2021
38Z5O,vertical,-14.46102,23,False,04:14:30_11/19/2021
38Z5O,vertical,-3.043545,24,False,04:14:31_11/19/2021
38Z5O,vertical,1.255884,25,False,04:14:31_11/19/2021
38Z5O,vertical,7.489123,26,False,04:14:32_11/19/2021
38Z5O,vertical,15.08231,27,False,04:14:33_11/19/2021
38Z5O,vertical,16.37293,28,False,04:14:33_11/19/2021
38Z5O,vertical,5.218616,29,False,04:14:34_11/19/2021
38Z5O,vertical,17.28322,30,False,04:14:34_11/19/2021
38Z5O,vertical,13.85487,31,False,04:14:35_11/19/2021
38Z5O,vertical,-2.175722,32,False,04:14:35_11/19/2021
38Z5O,vertical,-21.16743,33,False,04:14:36_11/19/2021
38Z5O,vertical,-15.65362,34,False,04:14:36_11/19/2021
38Z5O,vertical,4.791208,35,False,04:14:36_11/19/2021
38Z5O,tangential,-3.239075,1,True,04:14:40_11/19/2021
38Z5O,tangential,-4.688293,2,True,04:14:44_11/19/2021
38Z5O,tangential,-0.967926,3,True,04:14:47_11/19/2021
38Z5O,tangential,-2.279755,4,True,04:14:49_11/19/2021
38Z5O,tangential,-2.409241,5,True,04:14:52_11/19/2021
38Z5O,tangential,-3.393585,6,True,04:14:55_11/19/2021
38Z5O,tangential,-0.01702881,7,True,04:15:00_11/19/2021
38Z5O,tangential,-2.771912,8,True,04:15:02_11/19/2021
38Z5O,tangential,-2.279938,9,True,04:15:06_11/19/2021
38Z5O,tangential,-1.670837,10,True,04:15:08_11/19/2021
38Z5O,tangential,-2.816193,11,True,04:15:12_11/19/2021
38Z5O,tangential,-2.574829,12,True,04:15:14_11/19/2021
38Z5O,tangential,-2.244263,13,True,04:15:17_11/19/2021
38Z5O,tangential,-2.643738,14,True,04:15:19_11/19/2021
38Z5O,tangential,-0.2480774,15,True,04:15:26_11/19/2021
38Z5O,tangential,-28.8006,16,False,04:15:27_11/19/2021
38Z5O,tangential,6.820851,17,False,04:15:27_11/19/2021
38Z5O,tangential,-28.29269,18,False,04:15:28_11/19/2021
38Z5O,tangential,10.16469,19,False,04:15:28_11/19/2021
38Z5O,tangential,39.78597,20,False,04:15:28_11/19/2021
38Z5O,tangential,18.86961,21,False,04:15:29_11/19/2021
38Z5O,tangential,-23.17874,22,False,04:15:29_11/19/2021
38Z5O,tangential,27.24696,23,False,04:15:30_11/19/2021
38Z5O,tangential,25.70405,24,False,04:15:30_11/19/2021
38Z5O,tangential,-4.197418,25,False,04:15:31_11/19/2021
38Z5O,tangential,-2.247864,26,False,04:15:31_11/19/2021
38Z5O,tangential,18.19599,27,False,04:15:31_11/19/2021
38Z5O,tangential,-35.4425,28,False,04:15:32_11/19/2021
38Z5O,tangential,-36.39252,29,False,04:15:32_11/19/2021
38Z5O,tangential,-10.14731,30,False,04:15:33_11/19/2021
38Z5O,tangential,-15.06467,31,False,04:15:33_11/19/2021
38Z5O,tangential,-2.847137,32,False,04:15:33_11/19/2021
38Z5O,tangential,35.23791,33,False,04:15:34_11/19/2021
38Z5O,tangential,24.24667,34,False,04:15:34_11/19/2021
38Z5O,tangential,27.8906,35,False,04:15:34_11/19/2021

